wordAmount,threadAmount,microSeconds
100000,16,3483
100000,16,3423
100000,16,3466
100000,16,3437
100000,16,3669
100000,16,3657
100000,16,2729
100000,16,3410
100000,16,3422
100000,16,3462
100000,16,3792
100000,16,4011
100000,16,3507
100000,17,3849
100000,17,3761
100000,17,4171
100000,17,3593
100000,17,3523
100000,17,3610
100000,17,3455
100000,17,4478
100000,17,3604
100000,17,3971
100000,17,3470
100000,17,3460
100000,17,4805
100000,17,3750
100000,17,3678
100000,17,4199
100000,17,9235
100000,17,3794
100000,17,3371
100000,17,4482
100000,18,4029
100000,18,3295
100000,18,3742
100000,18,3465
100000,18,3918
100000,18,4164
100000,18,4151
100000,18,3816
100000,18,4132
100000,18,3465
100000,18,8054
100000,18,3917
100000,18,4500
100000,18,4372
100000,18,3744
100000,18,3948
100000,18,4225
100000,18,4209
100000,18,3695
100000,18,3207
100000,19,4772
100000,19,4277
100000,19,4873
100000,19,3774
100000,19,4369
100000,19,4188
100000,19,4249
100000,19,3215
100000,19,4129
100000,19,3939
100000,19,4395
100000,19,4458
100000,19,3611
100000,19,5279
100000,19,3890
100000,19,4230
100000,19,3142
100000,19,4281
100000,19,4067
100000,19,5089
100000,20,4661
100000,20,4570
100000,20,4740
100000,20,10720
100000,20,4141
100000,20,3615
100000,20,3943
100000,20,3918
100000,20,3886
100000,20,4274
100000,20,6190
100000,20,4141
100000,20,6466
100000,20,4601
100000,20,4304
100000,20,3739
100000,20,3246
100000,20,3855
100000,20,3857
100000,20,3981
100000,21,4269
100000,21,4220
100000,21,4143
100000,21,6195
100000,21,4275
100000,21,3957
100000,21,3851
100000,21,5050
100000,21,5422
100000,21,4875
100000,21,4793
100000,21,8780
100000,21,4888
100000,21,5448
100000,21,4957
100000,21,4090
100000,21,4106
100000,21,6186
100000,21,4066
100000,21,4394
100000,22,6819
100000,22,4495
100000,22,4922
100000,22,5119
100000,22,4798
100000,22,4288
100000,22,5017
100000,22,4698
100000,22,4279
100000,22,3260
100000,22,4547
100000,22,4155
100000,22,4958
100000,22,3949
100000,22,4700
100000,22,4931
100000,22,4165
100000,22,3634
100000,22,4466
100000,22,9994
100000,23,5188
100000,23,9580
100000,23,4998
100000,23,14416
100000,23,4502
100000,23,4980
100000,23,11429
100000,23,5981
100000,23,5722
100000,23,4525
100000,23,5487
100000,23,4629
100000,23,5109
100000,23,5309
100000,23,5130
100000,23,5161
100000,23,5236
100000,23,4998
100000,23,5044
100000,23,5119
100000,24,5829
100000,24,5530
100000,24,5341
100000,24,4748
100000,24,4797
100000,24,5330
100000,24,6863
100000,24,4903
100000,24,5894
100000,24,5461
100000,24,3732
100000,24,5593
100000,24,4981
100000,24,4905
100000,24,5741
100000,24,6307
100000,24,5736
100000,24,5574
100000,24,5570
100000,24,5828
100000,25,5987
100000,25,5718
100000,25,4666
100000,25,4658
100000,25,5474
100000,25,4706
100000,25,5152
100000,25,13870
100000,25,5178
100000,25,5294
100000,25,5896
100000,25,5080
100000,25,5477
100000,25,5548
100000,25,5014
100000,25,5378
100000,25,4571
100000,25,5626
100000,25,4818
100000,25,5305
10000000,1,137402
10000000,1,140848
10000000,1,140852
10000000,1,144191
10000000,1,149412
10000000,1,139312
10000000,1,144575
10000000,1,139323
10000000,1,140230
10000000,1,138870
10000000,1,138908
10000000,1,133443
10000000,1,140650
10000000,1,140474
10000000,1,139455
10000000,1,141793
10000000,1,131490
10000000,1,139463
10000000,1,139783
10000000,1,140716
10000000,2,105666
10000000,2,105340
10000000,2,106580
10000000,2,106101
10000000,2,106702
10000000,2,130598
10000000,2,107498
10000000,2,105031
10000000,2,105378
10000000,2,107112
10000000,2,106858
10000000,2,105076
10000000,2,105504
10000000,2,105701
10000000,2,107875
10000000,2,105311
10000000,2,105267
10000000,2,117672
10000000,2,109448
10000000,2,105719
10000000,3,71785
10000000,3,72472
10000000,3,71073
10000000,3,77804
10000000,3,73879
10000000,3,76461
10000000,3,78112
10000000,3,71657
10000000,3,79636
10000000,3,78468
10000000,3,79088
10000000,3,70730
10000000,3,84836
10000000,3,77346
10000000,3,75836
10000000,3,77748
10000000,3,76994
10000000,3,77367
10000000,3,77317
10000000,3,77181
10000000,4,61420
10000000,4,53825
10000000,4,60315
10000000,4,57749
10000000,4,60462
10000000,4,61449
10000000,4,60207
10000000,4,61297
10000000,4,59258
10000000,4,61976
10000000,4,60001
10000000,4,61062
10000000,4,65597
10000000,4,62612
10000000,4,54540
10000000,4,53769
10000000,4,60721
10000000,4,61290
10000000,4,54417
10000000,4,62899
10000000,5,47715
10000000,5,48998
10000000,5,51459
10000000,5,49653
10000000,5,49130
10000000,5,49691
10000000,5,47451
10000000,5,47431
10000000,5,49516
10000000,5,47466
10000000,5,49511
10000000,5,51803
10000000,5,50311
10000000,5,51893
10000000,5,48514
10000000,5,53111
10000000,5,56616
10000000,5,52205
10000000,5,50132
10000000,5,51880
10000000,6,42025
10000000,6,44205
10000000,6,44273
10000000,6,44546
10000000,6,41905
10000000,6,44317
10000000,6,43541
10000000,6,42505
10000000,6,43996
10000000,6,41225
10000000,6,41943
10000000,6,42375
10000000,6,43378
10000000,6,41345
10000000,6,44652
10000000,6,44312
10000000,6,41663
10000000,6,44260
10000000,6,44192
10000000,6,44123
10000000,7,37855
10000000,7,43232
10000000,7,37466
10000000,7,38327
10000000,7,38178
10000000,7,44170
10000000,7,41876
10000000,7,39882
10000000,7,41391
10000000,7,42451
10000000,7,42926
10000000,7,37609
10000000,7,38543
10000000,7,43516
10000000,7,38456
10000000,7,56083
10000000,7,37333
10000000,7,37945
10000000,7,37617
10000000,7,48362
10000000,8,34438
10000000,8,33945
10000000,8,33336
10000000,8,35091
10000000,8,35922
10000000,8,42972
10000000,8,35557
10000000,8,33944
10000000,8,33813
10000000,8,33861
10000000,8,33902
10000000,8,45099
10000000,8,37138
10000000,8,36518
10000000,8,38889
10000000,8,37355
10000000,8,36514
10000000,8,39077
10000000,8,39718
10000000,8,36032
10000000,9,35169
10000000,9,46702
10000000,9,34944
10000000,9,36048
10000000,9,37833
10000000,9,32557
10000000,9,38184
10000000,9,49243
10000000,9,32402
10000000,9,47484
10000000,9,47149
10000000,9,32007
10000000,9,33471
10000000,9,32845
10000000,9,32067
10000000,9,35417
10000000,9,31867
10000000,9,33837
10000000,9,34938
10000000,9,33209
10000000,10,38145
10000000,10,42785
10000000,10,29749
10000000,10,44485
10000000,10,29536
10000000,10,42140
10000000,10,32032
10000000,10,31492
10000000,10,36885
10000000,10,29426
10000000,10,29811
10000000,10,29580
10000000,10,40434
10000000,10,41770
10000000,10,36258
10000000,10,29530
10000000,10,32998
10000000,10,43644
10000000,10,43709
10000000,10,38654
10000000,11,35047
10000000,11,38321
10000000,11,36939
10000000,11,37944
10000000,11,40740
10000000,11,30951
10000000,11,31321
10000000,11,37288
10000000,11,39709
10000000,11,42227
10000000,11,38705
10000000,11,38075
10000000,11,31438
10000000,11,29454
10000000,11,35507
10000000,11,39769
10000000,11,41613
10000000,11,29745
10000000,11,29383
10000000,11,37047
10000000,12,25941
10000000,12,25856
10000000,12,36560
10000000,12,37182
10000000,12,39043
10000000,12,25280
10000000,12,31099
10000000,12,37758
10000000,12,28198
10000000,12,31653
10000000,12,25652
10000000,12,37772
10000000,12,36005
10000000,12,37796
10000000,12,31412
10000000,12,40256
10000000,12,44002
10000000,12,32785
10000000,12,34413
10000000,12,36888
10000000,13,27243
10000000,13,33312
10000000,13,35075
10000000,13,24097
10000000,13,35162
10000000,13,29353
10000000,13,40485
10000000,13,33570
10000000,13,38461
10000000,13,32056
10000000,13,39696
10000000,13,27984
10000000,13,34749
10000000,13,40800
10000000,13,25596
10000000,13,34437
10000000,13,28767
10000000,13,27660
10000000,13,24526
10000000,13,30511
10000000,14,32018
10000000,14,32341
10000000,14,32107
10000000,14,31814
10000000,14,30001
10000000,14,38413
10000000,14,31768
10000000,14,22719
10000000,14,33573
10000000,14,25663
10000000,14,27468
10000000,14,22405
10000000,14,32254
10000000,14,38315
10000000,14,31778
10000000,14,30276
10000000,14,32032
10000000,14,32135
10000000,14,35581
10000000,14,38232
10000000,15,29721
10000000,15,35489
10000000,15,26016
10000000,15,33651
10000000,15,35966
10000000,15,21774
10000000,15,27585
10000000,15,22985
10000000,15,30042
10000000,15,45070
10000000,15,31979
10000000,15,27231
10000000,15,33211
10000000,15,23486
10000000,15,21948
10000000,15,28377
10000000,15,30906
10000000,15,30265
10000000,15,29981
10000000,15,35291
10000000,16,29484
10000000,16,35452
10000000,16,32131
10000000,16,29212
10000000,16,20396
10000000,16,29440
10000000,16,30884
10000000,16,29979
10000000,16,23294
10000000,16,21278
10000000,16,22806
10000000,16,29262
10000000,16,29890
10000000,16,20868
10000000,16,26010
10000000,16,29048
10000000,16,30189
10000000,16,32439
10000000,16,34111
10000000,16,22101
10000000,17,25277
10000000,17,33808
10000000,17,20131
10000000,17,24447
10000000,17,30139
10000000,17,28026
10000000,17,24309
10000000,17,23529
10000000,17,25549
10000000,17,27011
10000000,17,21832
10000000,17,30276
10000000,17,30732
10000000,17,31648
10000000,17,21210
10000000,17,39298
10000000,17,19996
10000000,17,24123
10000000,17,30391
10000000,17,29271
10000000,18,28304
10000000,18,31448
10000000,18,26891
10000000,18,23879
10000000,18,28001
10000000,18,26998
10000000,18,27375
10000000,18,27278
10000000,18,25590
10000000,18,28379
10000000,18,32129
10000000,18,32128
10000000,18,31050
10000000,18,27471
10000000,18,23157
10000000,18,27070
10000000,18,31042
10000000,18,31683
10000000,18,26227
10000000,18,24914
10000000,19,29474
10000000,19,33530
10000000,19,27589
10000000,19,38033
10000000,19,28462
10000000,19,27596
10000000,19,28282
10000000,19,27284
10000000,19,28250
10000000,19,29753
10000000,19,25736
10000000,19,27200
10000000,19,25909
10000000,19,27861
10000000,19,19307
10000000,19,26752
10000000,19,26858
10000000,19,25138
10000000,19,22165
10000000,19,26736
10000000,20,21794
10000000,20,32404
10000000,20,36762
10000000,20,25652
10000000,20,24874
10000000,20,23588
10000000,20,25407
10000000,20,25510
10000000,20,27888
10000000,20,27291
10000000,20,28062
10000000,20,24974
10000000,20,26060
10000000,20,20984
10000000,20,28945
10000000,20,26274
10000000,20,26410
10000000,20,26009
10000000,20,26722
10000000,20,30036
10000000,21,26228
10000000,21,34069
10000000,21,26928
10000000,21,25157
10000000,21,27062
10000000,21,25812
10000000,21,27873
10000000,21,27687
10000000,21,26137
10000000,21,25083
10000000,21,35103
10000000,21,24859
10000000,21,22589
10000000,21,26727
10000000,21,27866
10000000,21,25779
10000000,21,28039
10000000,21,28364
10000000,21,114677
10000000,21,24891
10000000,22,26536
10000000,22,28146
10000000,22,26510
10000000,22,34232
10000000,22,25683
10000000,22,27160
10000000,22,30918
10000000,22,26289
10000000,22,26959
10000000,22,37245
10000000,22,31920
10000000,22,26170
10000000,22,28044
10000000,22,32434
10000000,22,24570
10000000,22,34004
10000000,22,29435
10000000,22,26683
10000000,22,31965
10000000,22,33546
10000000,23,32769
10000000,23,25813
10000000,23,24569
10000000,23,26926
10000000,23,31229
10000000,23,25194
10000000,23,30845
10000000,23,28651
10000000,23,24673
10000000,23,31947
10000000,23,28595
10000000,23,28793
10000000,23,29917
10000000,23,31966
10000000,23,29760
10000000,23,24845
10000000,23,35789
10000000,23,33116
10000000,23,31619
10000000,23,27111
10000000,24,28614
10000000,24,31052
10000000,24,27675
10000000,24,29019
10000000,24,23372
10000000,24,34530
10000000,24,47894
10000000,24,31619
10000000,24,30369
10000000,24,30783
10000000,24,29957
10000000,24,29667
10000000,24,27053
10000000,24,30477
10000000,24,31464
10000000,24,33828
10000000,24,34028
10000000,24,30893
10000000,24,30294
10000000,24,26625
10000000,25,29536
10000000,25,24701
10000000,25,30330
10000000,25,30819
10000000,25,28256
10000000,25,30144
10000000,25,26216
10000000,25,25529
10000000,25,24221
10000000,25,23826
10000000,25,24407
10000000,25,26079
10000000,25,24498
10000000,25,35461
10000000,25,35370
10000000,25,26881
10000000,25,24001
10000000,25,30422
10000000,25,24046
10000000,25,33409
