wordAmount,threadAmount,microSeconds
100000,7,4437
100000,7,3828
100000,7,3673
100000,7,4103
100000,7,4611
100000,7,4551
100000,8,5386
100000,8,4247
100000,8,4120
100000,8,4215
100000,8,4546
100000,8,3901
100000,8,4505
100000,8,4317
100000,8,4161
100000,8,4253
100000,8,3604
100000,8,3871
100000,8,4046
100000,8,4207
100000,8,4349
100000,9,4043
100000,9,5281
100000,9,4056
100000,9,4202
100000,9,4150
100000,9,4128
100000,9,4306
100000,9,5259
100000,9,6130
100000,9,4087
100000,9,4299
100000,9,4771
100000,9,4929
100000,9,4840
100000,9,4327
100000,10,4788
100000,10,3823
100000,10,4301
100000,10,4198
100000,10,4613
100000,10,4842
100000,10,5386
100000,10,5221
100000,10,4888
100000,10,4027
100000,10,4600
100000,10,4311
100000,10,5004
100000,10,4691
100000,10,4700
100000,11,4719
100000,11,4096
100000,11,3989
100000,11,5707
100000,11,5613
100000,11,4455
100000,11,4555
100000,11,4782
100000,11,3975
100000,11,4134
100000,11,4867
100000,11,4012
100000,11,4292
100000,11,4124
100000,11,4439
100000,12,4234
100000,12,4019
100000,12,4745
100000,12,4185
100000,12,3705
100000,12,4825
100000,12,4448
100000,12,5548
100000,12,4278
100000,12,3984
100000,12,4118
100000,12,3725
100000,12,3887
100000,12,4797
100000,12,3812
100000,13,3722
100000,13,4099
100000,13,5640
100000,13,4443
100000,13,4503
100000,13,4228
100000,13,5000
100000,13,4451
100000,13,4234
100000,13,4720
100000,13,5086
100000,13,4594
100000,13,3880
100000,13,4208
100000,13,4328
100000,14,4584
100000,14,4162
100000,14,4253
100000,14,4153
100000,14,4102
100000,14,5254
100000,14,5027
100000,14,4653
100000,14,4716
100000,14,4606
100000,14,5326
100000,14,4698
100000,14,4026
100000,14,3954
100000,14,3964
100000,15,4275
100000,15,4310
100000,15,4488
100000,15,3573
100000,15,4199
100000,15,5444
100000,15,4402
100000,15,4202
100000,15,4382
100000,15,4771
100000,15,4180
100000,15,4087
100000,15,4207
100000,15,3795
100000,15,4441
100000,16,3950
100000,16,4360
100000,16,4841
100000,16,4379
100000,16,6010
100000,16,4513
100000,16,4241
100000,16,4381
100000,16,4468
100000,16,4487
100000,16,3921
100000,16,4526
100000,16,4440
100000,16,4156
100000,16,4134
100000,17,4442
100000,17,4015
100000,17,4312
100000,17,4846
100000,17,4322
100000,17,4489
100000,17,5620
100000,17,4697
100000,17,4687
100000,17,5045
100000,17,4567
100000,17,4521
100000,17,5642
100000,17,4775
100000,17,4283
100000,18,4146
100000,18,4347
100000,18,4835
100000,18,4510
100000,18,4857
100000,18,4746
100000,18,5465
100000,18,4634
100000,18,4183
100000,18,4402
100000,18,4808
100000,18,4760
100000,18,4656
100000,18,5138
100000,18,4920
100000,19,4693
100000,19,4865
100000,19,5079
100000,19,4462
100000,19,4895
100000,19,4149
100000,19,5434
100000,19,5854
100000,19,5700
100000,19,3520
100000,19,4635
100000,19,5035
100000,19,4532
100000,19,4333
100000,19,5428
100000,20,5312
100000,20,4831
100000,20,4981
100000,20,4849
100000,20,5284
100000,20,4824
100000,20,4606
100000,20,4319
100000,20,4577
100000,20,4339
100000,20,4946
100000,20,5584
100000,20,4532
100000,20,4532
100000,20,4750
100000,21,4890
100000,21,6132
100000,21,6016
100000,21,5341
100000,21,4825
100000,21,6186
100000,21,5738
100000,21,5046
100000,21,5159
100000,21,5005
100000,21,5331
100000,21,5734
100000,21,4771
100000,21,5620
100000,21,5240
100000,22,5580
100000,22,6021
100000,22,4866
100000,22,5964
100000,22,4659
100000,22,5429
100000,22,4865
100000,22,4485
100000,22,4937
100000,22,5056
100000,22,4613
100000,22,4462
100000,22,4592
100000,22,4854
100000,22,4762
100000,23,4750
100000,23,5429
100000,23,5193
100000,23,5376
100000,23,4823
100000,23,4431
100000,23,4737
100000,23,4743
100000,23,4969
100000,23,4124
100000,23,5200
100000,23,5124
100000,23,4385
100000,23,4904
100000,23,4866
100000,24,4247
100000,24,4522
100000,24,4863
100000,24,5220
100000,24,4053
100000,24,5222
100000,24,5190
100000,24,5222
100000,24,5215
100000,24,5425
100000,24,5624
100000,24,5108
100000,24,5023
100000,24,4681
100000,24,4810
100000,25,5155
100000,25,4688
100000,25,4824
100000,25,4819
100000,25,5984
100000,25,4787
100000,25,5067
100000,25,5231
100000,25,4471
100000,25,4765
100000,25,4916
100000,25,5320
100000,25,5745
100000,25,5174
100000,25,5195
10000000,1,1077441
10000000,1,977970
10000000,1,958310
10000000,1,963046
10000000,1,956620
10000000,1,964633
10000000,1,967326
10000000,1,957360
10000000,1,967076
10000000,1,920425
10000000,1,921798
10000000,1,926710
10000000,1,963302
10000000,1,956504
10000000,1,991273
10000000,2,483007
10000000,2,492126
10000000,2,481685
10000000,2,488246
10000000,2,485206
10000000,2,495238
10000000,2,519455
10000000,2,519134
10000000,2,498925
10000000,2,494276
10000000,2,489431
10000000,2,495886
10000000,2,482428
10000000,2,483114
10000000,2,489005
10000000,3,363129
10000000,3,413826
10000000,3,399962
10000000,3,371889
10000000,3,370065
10000000,3,372185
10000000,3,366957
10000000,3,375603
10000000,3,377466
10000000,3,370946
10000000,3,381321
10000000,3,385702
10000000,3,370285
10000000,3,377822
10000000,3,376567
10000000,4,300267
10000000,4,292774
10000000,4,304059
10000000,4,298876
10000000,4,306651
10000000,4,297180
10000000,4,306844
10000000,4,313347
10000000,4,317001
10000000,4,304742
10000000,4,307784
10000000,4,303481
10000000,4,315379
10000000,4,298762
10000000,4,300033
10000000,5,262507
10000000,5,258428
10000000,5,259366
10000000,5,277373
10000000,5,265670
10000000,5,284582
10000000,5,271685
10000000,5,258007
10000000,5,258312
10000000,5,264084
10000000,5,279238
10000000,5,269959
10000000,5,254478
10000000,5,254978
10000000,5,260743
10000000,6,229463
10000000,6,216795
10000000,6,264582
10000000,6,222555
10000000,6,229174
10000000,6,241232
10000000,6,249163
10000000,6,227166
10000000,6,252829
10000000,6,246893
10000000,6,241030
10000000,6,227025
10000000,6,227295
10000000,6,228503
10000000,6,258435
10000000,7,197013
10000000,7,228149
10000000,7,243323
10000000,7,222336
10000000,7,207685
10000000,7,212043
10000000,7,212885
10000000,7,221621
10000000,7,242646
10000000,7,233794
10000000,7,204131
10000000,7,224701
10000000,7,209369
10000000,7,210331
10000000,7,206627
10000000,8,183676
10000000,8,222719
10000000,8,220814
10000000,8,205023
10000000,8,193500
10000000,8,239440
10000000,8,216486
10000000,8,209418
10000000,8,223909
10000000,8,169329
10000000,8,202130
10000000,8,196571
10000000,8,221276
10000000,8,178961
10000000,8,232784
10000000,9,194364
10000000,9,207599
10000000,9,178427
10000000,9,223177
10000000,9,185965
10000000,9,195723
10000000,9,167481
10000000,9,175160
10000000,9,167348
10000000,9,190395
10000000,9,184484
10000000,9,194750
10000000,9,217558
10000000,9,202156
10000000,9,186315
10000000,10,201100
10000000,10,180906
10000000,10,165424
10000000,10,192657
10000000,10,219542
10000000,10,197912
10000000,10,175212
10000000,10,197748
10000000,10,170056
10000000,10,178276
10000000,10,182174
10000000,10,209401
10000000,10,204789
10000000,10,198736
10000000,10,157145
10000000,11,150620
10000000,11,155580
10000000,11,158603
10000000,11,173142
10000000,11,175906
10000000,11,214390
10000000,11,197237
10000000,11,151051
10000000,11,176373
10000000,11,205637
10000000,11,194021
10000000,11,154119
10000000,11,199126
10000000,11,151161
10000000,11,166864
10000000,12,183645
10000000,12,152521
10000000,12,177408
10000000,12,160324
10000000,12,165166
10000000,12,185795
10000000,12,203179
10000000,12,169143
10000000,12,200314
10000000,12,158669
10000000,12,147948
10000000,12,196270
10000000,12,245863
10000000,12,176537
10000000,12,159918
10000000,13,190359
10000000,13,133797
10000000,13,165070
10000000,13,136956
10000000,13,190720
10000000,13,179947
10000000,13,196124
10000000,13,186284
10000000,13,170564
10000000,13,153491
10000000,13,144971
10000000,13,167136
10000000,13,167733
10000000,13,147944
10000000,13,156757
10000000,14,158102
10000000,14,154758
10000000,14,150450
10000000,14,168286
10000000,14,160482
10000000,14,177987
10000000,14,180482
10000000,14,189493
10000000,14,185641
10000000,14,140308
10000000,14,191466
10000000,14,181151
10000000,14,155338
10000000,14,181329
10000000,14,181181
10000000,15,159438
10000000,15,165601
10000000,15,157838
10000000,15,205577
10000000,15,181347
10000000,15,142972
10000000,15,159489
10000000,15,147003
10000000,15,172543
10000000,15,180199
10000000,15,171600
10000000,15,172390
10000000,15,209269
10000000,15,153693
10000000,15,138750
10000000,16,170137
10000000,16,207421
10000000,16,145636
10000000,16,132176
10000000,16,217612
10000000,16,174333
10000000,16,148082
10000000,16,148838
10000000,16,135215
10000000,16,167789
10000000,16,158526
10000000,16,165967
10000000,16,176356
10000000,16,155164
10000000,16,154572
10000000,17,166940
10000000,17,132435
10000000,17,140216
10000000,17,141857
10000000,17,130783
10000000,17,146657
10000000,17,154653
10000000,17,168514
10000000,17,156131
10000000,17,153034
10000000,17,139708
10000000,17,153273
10000000,17,142975
10000000,17,157525
10000000,17,157985
10000000,18,143912
10000000,18,147238
10000000,18,145699
10000000,18,175804
10000000,18,141655
10000000,18,145248
10000000,18,166508
10000000,18,147401
10000000,18,140525
10000000,18,160227
10000000,18,173130
10000000,18,152383
10000000,18,142254
10000000,18,149607
10000000,18,141314
10000000,19,144069
10000000,19,169205
10000000,19,145593
10000000,19,147766
10000000,19,154676
10000000,19,148487
10000000,19,153053
10000000,19,154422
10000000,19,143293
10000000,19,152742
10000000,19,146858
10000000,19,146551
10000000,19,149829
10000000,19,142709
10000000,19,152719
10000000,20,144053
10000000,20,127465
10000000,20,137501
10000000,20,162465
10000000,20,182081
10000000,20,150755
10000000,20,174566
10000000,20,139201
10000000,20,131321
10000000,20,150220
10000000,20,175646
10000000,20,161827
10000000,20,154558
10000000,20,136946
10000000,20,146043
10000000,21,156023
10000000,21,126067
10000000,21,164929
10000000,21,144449
10000000,21,143814
10000000,21,174715
10000000,21,121579
10000000,21,177126
10000000,21,161548
10000000,21,195233
10000000,21,142063
10000000,21,140607
10000000,21,139381
10000000,21,130578
10000000,21,132921
10000000,22,127114
10000000,22,159514
10000000,22,152059
10000000,22,190584
10000000,22,172009
10000000,22,187832
10000000,22,140072
10000000,22,131009
10000000,22,147572
10000000,22,174535
10000000,22,158589
10000000,22,168380
10000000,22,174032
10000000,22,144413
10000000,22,137436
10000000,23,168280
10000000,23,153807
10000000,23,154231
10000000,23,148136
10000000,23,122296
10000000,23,181823
10000000,23,146258
10000000,23,152703
10000000,23,144695
10000000,23,146590
10000000,23,156351
10000000,23,149803
10000000,23,153243
10000000,23,143024
10000000,23,167862
10000000,24,141479
10000000,24,158520
10000000,24,132624
10000000,24,171920
10000000,24,189247
10000000,24,157250
10000000,24,181875
10000000,24,173213
10000000,24,128521
10000000,24,142593
10000000,24,151540
10000000,24,160292
10000000,24,137548
10000000,24,177356
10000000,24,173260
10000000,25,180437
10000000,25,165802
10000000,25,176970
10000000,25,137724
10000000,25,178999
10000000,25,148243
10000000,25,177266
10000000,25,187799
10000000,25,155737
10000000,25,137296
10000000,25,152600
10000000,25,165829
10000000,25,151796
10000000,25,163310
10000000,25,125985
